gpLine	SeqName	Position
2421	"atg002033l"	266674584.0
2422	"atg002034l"	266722456.0
2423	"atg002035l"	266768212.0
2424	"atg002036l"	266791169.0
2425	"atg002037l"	266820171.0
2426	"atg002038l"	266861739.0
2427	"atg002039l"	266903426.0
2428	"atg002040l"	266945164.0
2429	"atg002041l"	266976360.0
2430	"atg002042l"	266997791.0
2431	"atg002043l"	267018175.0
2432	"atg002044l"	267037304.0
2433	"atg002045l"	267093454.0
2434	"atg002046l"	267113314.0
2435	"atg002047l"	267158050.0
2436	"atg002048l"	267200536.0
2437	"atg002049l"	267249878.0
2438	"atg002050l"	267281697.0
2439	"atg002051l"	267317875.0
2440	"atg002052l"	267367592.0
2441	"atg002053l"	267430295.0
2442	"atg002054l"	267476555.0
2443	"atg002055l"	267540735.0
2444	"atg002056l"	267587414.0
2445	"atg002057l"	267616027.0
2446	"atg002058l"	267655530.0
2447	"atg002059l"	267695185.0
2448	"atg002060l"	267723305.0
2449	"atg002061l"	267751826.0
2450	"atg002062l"	267777640.0
2451	"atg002063l"	267816122.0
2452	"atg002064l"	267834501.0
2453	"atg002065l"	267876216.0
2454	"atg002066l"	267898419.0
2455	"atg002067l"	267924638.0
2456	"atg002068l"	267952573.0
2457	"atg002069l"	267977706.0
2458	"atg002070l"	268012297.0
2459	"atg002071l"	268041838.0
2460	"atg002072l"	268072670.0
2461	"atg002073l"	268099697.0
2462	"atg002074l"	268122426.0
2463	"atg002075l"	268167479.0
2464	"atg002076l"	268191928.0
2465	"atg002077l"	268224404.0
2466	"atg002078l"	268245243.0
2467	"atg002079l"	268279208.0
2468	"atg002080l"	268297354.0
2469	"atg002081l"	268343373.0
2470	"atg002082l"	268364052.0
2471	"atg002083l"	268400902.0
2472	"atg002084l"	268443524.0
2473	"atg002085l"	268490370.0
2474	"atg002086l"	268534931.0
2475	"atg002087l"	268575865.0
2476	"atg002088l"	268592067.0
2477	"atg002089l"	268634737.0
2478	"atg002090l"	268654339.0
2479	"atg002091l"	268681408.0
2480	"atg002092l"	268702371.0
2481	"atg002093l"	268718630.0
2482	"atg002094l"	268742164.0
2483	"atg002095l"	268793519.0
2484	"atg002096l"	268829639.0
2485	"atg002097l"	268870439.0
2486	"atg002098l"	268903847.0
2487	"atg002099l"	268921630.0
2488	"atg002100l"	268961810.0
2489	"atg002101l"	268983587.0
2490	"atg002102l"	269001203.0
2491	"atg002103l"	269030421.0
2492	"atg002104l"	269065872.0
2493	"atg002105l"	269095030.0
2494	"atg002106l"	269119877.0
2495	"atg002107l"	269174956.0
2496	"atg002108l"	269201170.0
2497	"atg002109l"	269218198.0
2498	"atg002110l"	269260658.0
2499	"atg002111l"	269270858.0
2500	"atg002112l"	269307226.0
2501	"atg002113l"	269329921.0
2502	"atg002114l"	269380308.0
2503	"atg002115l"	269409754.0
2504	"atg002116l"	269457679.0
2505	"atg002117l"	269487523.0
2506	"atg002118l"	269516202.0
2507	"atg002119l"	269546535.0
2508	"atg002120l"	269571264.0
2509	"atg002121l"	269600995.0
2510	"atg002122l"	269617456.0
2511	"atg002123l"	269638832.0
2512	"atg002124l"	269678914.0
2513	"atg002125l"	269783631.0
2514	"atg002126l"	269805584.0
2515	"atg002127l"	269850089.0
2516	"atg002128l"	269892282.0
2517	"atg002129l"	269917758.0
2518	"atg002130l"	269938640.0
2519	"atg002131l"	269983990.0
2520	"atg002132l"	270024749.0
2521	"atg002133l"	270045994.0
2522	"atg002134l"	270059487.0
2523	"atg002135l"	270094277.0
2524	"atg002136l"	270125730.0
2525	"atg002137l"	270162707.0
2526	"atg002138l"	270219631.0
2527	"atg002139l"	270308357.0
2528	"atg002140l"	270346647.0
2529	"atg002141l"	270381249.0
2530	"atg002142l"	270404195.0
2531	"atg002143l"	270426031.0
2532	"atg002144l"	270473392.0
2533	"atg002145l"	270519695.0
2534	"atg002146l"	270561725.0
2535	"atg002147l"	270585106.0
2536	"atg002148l"	270602592.0
2537	"atg002149l"	270621735.0
2538	"atg002150l"	270661876.0
2539	"atg002151l"	270701226.0
2540	"atg002152l"	270740453.0
2541	"atg002153l"	270806094.0
2542	"atg002154l"	270848976.0
2543	"atg002155l"	270879089.0
2544	"atg002156l"	270894540.0
2545	"atg002157l"	270922584.0
2546	"atg002158l"	270986709.0
2547	"atg002159l"	271005520.0
2548	"atg002160l"	271082900.0
2549	"atg002161l"	271120709.0
2550	"atg002162l"	271140637.0
2551	"atg002163l"	271158797.0
2552	"atg002164l"	271197600.0
2553	"atg002165l"	271240590.0
2554	"atg002166l"	271281407.0
2555	"atg002167l"	271317107.0
2556	"atg002168l"	271337713.0
2557	"atg002169l"	271398109.0
2558	"atg002170l"	271443347.0
2559	"atg002171l"	271466878.0
2560	"atg002172l"	271504263.0
2561	"atg002173l"	271539168.0
2562	"atg002174l"	271569139.0
2563	"atg002175l"	271598936.0
2564	"atg002176l"	271642445.0
2565	"atg002177l"	271657519.0
2566	"atg002178l"	271671515.0
2567	"atg002179l"	271722869.0
2568	"atg002180l"	271757228.0
2569	"atg002181l"	271788284.0
2570	"atg002182l"	271814944.0
2571	"atg002183l"	271838683.0
2572	"atg002184l"	271859305.0
2573	"atg002185l"	271881257.0
2574	"atg002186l"	271919315.0
2575	"atg002187l"	271944483.0
2576	"atg002188l"	271969265.0
2577	"atg002189l"	272021681.0
2578	"atg002190l"	272059958.0
2579	"atg002191l"	272085599.0
2580	"atg002192l"	272110750.0
2581	"atg002193l"	272162021.0
2582	"atg002194l"	272184013.0
2583	"atg002195l"	272252321.0
2584	"atg002196l"	272270083.0
2585	"atg002197l"	272317985.0
2586	"atg002198l"	272340569.0
2587	"atg002199l"	272397427.0
2588	"atg002200l"	272421741.0
2589	"atg002201l"	272445291.0
2590	"atg002202l"	272472045.0
2591	"atg002203l"	272503570.0
2592	"atg002204l"	272527833.0
2593	"atg002205l"	272547018.0
2594	"atg002206l"	272592111.0
2595	"atg002207l"	272610139.0
2596	"atg002208l"	272633627.0
2597	"atg002209l"	272657468.0
2598	"atg002210l"	272692352.0
2599	"atg002211l"	272713883.0
2600	"atg002212l"	272759819.0
2601	"atg002213l"	272795450.0
2602	"atg002214l"	272834890.0
2603	"atg002215l"	272879598.0
2604	"atg002216l"	272930751.0
2605	"atg002217l"	272956723.0
2606	"atg002218l"	272975013.0
2607	"atg002219l"	273003616.0
2608	"atg002220l"	273050641.0
2609	"atg002221l"	273084495.0
2610	"atg002222l"	273115248.0
2611	"atg002223l"	273158723.0
2612	"atg002224l"	273190447.0
2613	"atg002225l"	273212712.0
2614	"atg002226l"	273249589.0
2615	"atg002227l"	273265062.0
2616	"atg002228l"	273276659.0
2617	"atg002229l"	273296442.0
2618	"atg002230l"	273339118.0
2619	"atg002231l"	273366838.0
2620	"atg002232l"	273397381.0
2621	"atg002233l"	273440624.0
2622	"atg002234l"	273475628.0
2623	"atg002235l"	273499668.0
2624	"atg002236l"	273524266.0
2625	"atg002237l"	273683499.0
2626	"atg002238l"	273731366.0
2627	"atg002239l"	273745065.0
2628	"atg002240l"	273783818.0
2629	"atg002241l"	273826271.0
2630	"atg002242l"	273883142.0
2631	"atg002243l"	273927519.0
2632	"atg002244l"	273953268.0
2633	"atg002245l"	273978093.0
2634	"atg002246l"	274001494.0
2635	"atg002247l"	274057657.0
2636	"atg002248l"	274106604.0
2637	"atg002249l"	274171672.0
2638	"atg002250l"	274201801.0
2639	"atg002251l"	274292814.0
2640	"atg002252l"	274318907.0
2641	"atg002253l"	274346520.0
2642	"atg002254l"	274408186.0
2643	"atg002255l"	274437544.0
2644	"atg002256l"	274463069.0
2645	"atg002257l"	274483407.0
2646	"atg002258l"	274513962.0
2647	"atg002259l"	274550099.0
2648	"atg002260l"	274582896.0
2649	"atg002261l"	274602333.0
2650	"atg002262l"	274640295.0
2651	"atg002263l"	274679625.0
2652	"atg002264l"	274722695.0
2653	"atg002265l"	274751303.0
2654	"atg002266l"	274784516.0
2655	"atg002267l"	274803976.0
2656	"atg002268l"	274841476.0
2657	"atg002269l"	274860490.0
2658	"atg002270l"	274894028.0
2659	"atg002271l"	274938429.0
2660	"atg002272l"	274955091.0
2661	"atg002273l"	274972404.0
2662	"atg002274l"	275049973.0
2663	"atg002275l"	275067732.0
2664	"atg002276l"	275113725.0
2665	"atg002277l"	275155766.0
2666	"atg002278l"	275199912.0
2667	"atg002279l"	275216059.0
2668	"atg002280l"	275235167.0
2669	"atg002281l"	275260778.0
2670	"atg002282l"	275296790.0
2671	"atg002283l"	275317828.0
2672	"atg002284l"	275373168.0
2673	"atg002285l"	275411009.0
2674	"atg002286l"	275426666.0
2675	"atg002287l"	275447505.0
2676	"atg002288l"	275470242.0
2677	"atg002289l"	275498366.0
2678	"atg002290l"	275536056.0
2679	"atg002291l"	275567070.0
2680	"atg002292l"	275596201.0
2681	"atg002293l"	275617527.0
2682	"atg002294l"	275641600.0
2683	"atg002295l"	275693139.0
2684	"atg002296l"	275740239.0
2685	"atg002297l"	275787607.0
2686	"atg002298l"	275808439.0
2687	"atg002299l"	275846391.0
2688	"atg002300l"	275873301.0
2689	"atg002301l"	275973320.0
2690	"atg002302l"	275991410.0
2691	"atg002303l"	276014702.0
2692	"atg002304l"	276042805.0
2693	"atg002305l"	276067319.0
2694	"atg002306l"	276078136.0
2695	"atg002307l"	276109266.0
2696	"atg002308l"	276133779.0
2697	"atg002309l"	276163240.0
2698	"atg002310l"	276277854.0
2699	"atg002311l"	276322502.0
2700	"atg002312l"	276335139.0
2701	"atg002313l"	276387908.0
2702	"atg002314l"	276403157.0
2703	"atg002315l"	276443116.0
2704	"atg002316l"	276467164.0
2705	"atg002317l"	276504935.0
2706	"atg002318l"	276534464.0
2707	"atg002319l"	276575571.0
2708	"atg002320l"	276599141.0
2709	"atg002321l"	276624479.0
2710	"atg002322l"	276775440.0
2711	"atg002323l"	276819212.0
2712	"atg002324l"	276858375.0
2713	"atg002325l"	276878563.0
2714	"atg002326l"	276891206.0
2715	"atg002327l"	276915542.0
2716	"atg002328l"	276949311.0
2717	"atg002329l"	276974269.0
2718	"atg002330l"	277030179.0
2719	"atg002331l"	277089916.0
2720	"atg002332l"	277118412.0
2721	"atg002333l"	277148905.0
2722	"atg002334l"	277187746.0
2723	"atg002335l"	277208464.0
2724	"atg002336l"	277228872.0
2725	"atg002337l"	277319783.0
2726	"atg002338l"	277371779.0
2727	"atg002339l"	277395603.0
2728	"atg002340l"	277436885.0
2729	"atg002341l"	277479629.0
2730	"atg002342l"	277505955.0
2731	"atg002343l"	277567428.0
2732	"atg002344l"	277597513.0
2733	"atg002345l"	277631502.0
2734	"atg002346l"	277671960.0
2735	"atg002347l"	277715884.0
2736	"atg002348l"	277739485.0
2737	"atg002349l"	277753343.0
2738	"atg002350l"	277784030.0
2739	"atg002351l"	277833154.0
2740	"atg002352l"	277856898.0
2741	"atg002353l"	277870407.0
2742	"atg002354l"	277914195.0
2743	"atg002355l"	277948994.0
2744	"atg002356l"	277973707.0
2745	"atg002357l"	278015765.0
2746	"atg002358l"	278047930.0
2747	"atg002359l"	278080848.0
2748	"atg002360l"	278109395.0
2749	"atg002361l"	278146824.0
2750	"atg002362l"	278185507.0
2751	"atg002363l"	278201012.0
2752	"atg002364l"	278233064.0
2753	"atg002365l"	278274740.0
2754	"atg002366l"	278301008.0
2755	"atg002367l"	278335041.0
2756	"atg002368l"	278359334.0
2757	"atg002369l"	278408610.0
2758	"atg002370l"	278436056.0
2759	"atg002371l"	278467251.0
2760	"atg002372l"	278551092.0
2761	"atg002373l"	278594160.0
2762	"atg002374l"	278615771.0
2763	"atg002375l"	278661225.0
2764	"atg002376l"	278685341.0
2765	"atg002377l"	278729855.0
2766	"atg002378l"	278770557.0
2767	"atg002379l"	278802330.0
2768	"atg002380l"	278827381.0
2769	"atg002381l"	278876118.0
2770	"atg002382l"	278902079.0
2771	"atg002383l"	278923927.0
2772	"atg002384l"	278959524.0
2773	"atg002385l"	278989287.0
2774	"atg002386l"	279034147.0
2775	"atg002387l"	279083267.0
2776	"atg002388l"	279124984.0
2777	"atg002389l"	279152409.0
2778	"atg002390l"	279179726.0
2779	"atg002391l"	279220099.0
2780	"atg002392l"	279237317.0
2781	"atg002393l"	279268785.0
2782	"atg002394l"	279292468.0
2783	"atg002395l"	279332194.0
2784	"atg002396l"	279371843.0
2785	"atg002397l"	279384306.0
2786	"atg002398l"	279456935.0
2787	"atg002399l"	279512214.0
2788	"atg002400l"	279531041.0
2789	"atg002401l"	279569273.0
2790	"atg002402l"	279596264.0
2791	"atg002403l"	279612256.0
2792	"atg002404l"	279637623.0
2793	"atg002405l"	279666075.0
2794	"atg002406l"	279695049.0
2795	"atg002407l"	279718059.0
2796	"atg002408l"	279729696.0
2797	"atg002409l"	279776009.0
2798	"atg002410l"	279821414.0
2799	"atg002411l"	279861380.0
2800	"atg002412l"	279890028.0
2801	"atg002413l"	279937639.0
2802	"atg002414l"	279965885.0
2803	"atg002415l"	279992562.0
2804	"atg002416l"	280035567.0
2805	"atg002417l"	280055694.0
2806	"atg002418l"	280086734.0
2807	"atg002419l"	280124422.0
2808	"atg002420l"	280148777.0
2809	"atg002421l"	280165814.0
2810	"atg002422l"	280194432.0
2811	"atg002423l"	280231113.0
2812	"atg002424l"	280269602.0
2813	"atg002425l"	280293589.0
2814	"atg002426l"	280322458.0
2815	"atg002427l"	280358473.0
2816	"atg002428l"	280386619.0
2817	"atg002429l"	280408220.0
2818	"atg002430l"	280434372.0
2819	"atg002431l"	280478170.0
2820	"atg002432l"	280505180.0
2821	"atg002433l"	280534625.0
2822	"atg002434l"	280562303.0
2823	"atg002435l"	280575133.0
2824	"atg002436l"	280603139.0
2825	"atg002437l"	280644485.0
2826	"atg002438l"	280666580.0
2827	"atg002439l"	280693494.0
2828	"atg002440l"	280721313.0
2829	"atg002441l"	280767320.0
2830	"atg002442l"	280815668.0
2831	"atg002443l"	280862447.0
2832	"atg002444l"	280881796.0
2833	"atg002445l"	280943986.0
2834	"atg002446l"	281001396.0
2835	"atg002447l"	281030867.0
2836	"atg002448l"	281061102.0
2837	"atg002449l"	281114811.0
2838	"atg002450l"	281173464.0
2839	"atg002451l"	281198084.0
2840	"atg002452l"	281252270.0
2841	"atg002453l"	281264595.0
2842	"atg002454l"	281294290.0
2843	"atg002455l"	281317108.0
2844	"atg002456l"	281352914.0
2845	"atg002457l"	281381636.0
2846	"atg002458l"	281500841.0
2847	"atg002459l"	281536200.0
2848	"atg002460l"	281555598.0
2849	"atg002461l"	281586950.0
2850	"atg002462l"	281672495.0
2851	"atg002463l"	281710257.0
2852	"atg002464l"	281748210.0
2853	"atg002465l"	281772397.0
2854	"atg002466l"	281788928.0
2855	"atg002467l"	281829513.0
2856	"atg002468l"	281877365.0
2857	"atg002469l"	281898110.0
2858	"atg002470l"	281929542.0
2859	"atg002471l"	281953932.0
2860	"atg002472l"	281986099.0
2861	"atg002473l"	282006274.0
2862	"atg002474l"	282035290.0
2863	"atg002475l"	282063767.0
2864	"atg002476l"	282088043.0
2865	"atg002477l"	282135525.0
2866	"atg002478l"	282173821.0
2867	"atg002479l"	282192634.0
2868	"atg002480l"	282263532.0
2869	"atg002481l"	282308376.0
2870	"atg002482l"	282319656.0
2871	"atg002483l"	282366186.0
2872	"atg002484l"	282415619.0
2873	"atg002485l"	282425965.0
2874	"atg002486l"	282457880.0
2875	"atg002487l"	282477388.0
2876	"atg002488l"	282503978.0
2877	"atg002489l"	282543621.0
2878	"atg002490l"	282639745.0
2879	"atg002491l"	282693239.0
2880	"atg002492l"	282714422.0
2881	"atg002493l"	282770258.0
2882	"atg002494l"	282789520.0
2883	"atg002495l"	282800411.0
2884	"atg002496l"	282816549.0
2885	"atg002497l"	282846737.0
2886	"atg002498l"	282882027.0
2887	"atg002499l"	282913362.0
2888	"atg002500l"	282947261.0
2889	"atg002501l"	283043991.0
2890	"atg002502l"	283064143.0
2891	"atg002503l"	283096745.0
2892	"atg002504l"	283112961.0
2893	"atg002505l"	283129844.0
2894	"atg002506l"	283160218.0
2895	"atg002507l"	283186206.0
2896	"atg002508l"	283232063.0
2897	"atg002509l"	283250850.0
2898	"atg002510l"	283291028.0
2899	"atg002511l"	283304528.0
2900	"atg002512l"	283321457.0
2901	"atg002513l"	283365956.0
2902	"atg002514l"	283396436.0
2903	"atg002515l"	283436243.0
2904	"atg002516l"	283478939.0
2905	"atg002517l"	283536218.0
2906	"atg002518l"	283573393.0
2907	"atg002519l"	283594439.0
2908	"atg002520l"	283627650.0
2909	"atg002521l"	283655334.0
2910	"atg002522l"	283687756.0
2911	"atg002523l"	283700583.0
2912	"atg002524l"	283738433.0
2913	"atg002525l"	283779083.0
2914	"atg002526l"	283827787.0
2915	"atg002527l"	283852019.0
2916	"atg002528l"	283875297.0
2917	"atg002529l"	283895721.0
2918	"atg002530l"	283971237.0
2919	"atg002531l"	284000175.0
2920	"atg002532l"	284023324.0
2921	"atg002533l"	284065407.0
2922	"atg002534l"	284126004.0
2923	"atg002535l"	284156788.0
2924	"atg002536l"	284197998.0
2925	"atg002537l"	284213250.0
2926	"atg002538l"	284237272.0
2927	"atg002539l"	284259634.0
2928	"atg002540l"	284299235.0
2929	"atg002541l"	284318234.0
2930	"atg002542l"	284343439.0
2931	"atg002543l"	284367872.0
2932	"atg002544l"	284382875.0
2933	"atg002545l"	284422841.0
2934	"atg002546l"	284443269.0
2935	"atg002547l"	284460154.0
2936	"atg002548l"	284497632.0
2937	"atg002549l"	284513391.0
2938	"atg002550l"	284535397.0
2939	"atg002551l"	284580633.0
2940	"atg002552l"	284629973.0
2941	"atg002553l"	284672790.0
2942	"atg002554l"	284699435.0
2943	"atg002555l"	284853405.0
2944	"atg002556l"	284879006.0
2945	"atg002557l"	284933287.0
2946	"atg002558l"	284963343.0
2947	"atg002559l"	284995872.0
2948	"atg002560l"	285050882.0
2949	"atg002561l"	285091457.0
2950	"atg002562l"	285107701.0
2951	"atg002563l"	285153349.0
2952	"atg002564l"	285176133.0
2953	"atg002565l"	285228172.0
2954	"atg002566l"	285246714.0
2955	"atg002567l"	285277026.0
2956	"atg002568l"	285314134.0
2957	"atg002569l"	285342168.0
2958	"atg002570l"	285366754.0
2959	"atg002571l"	285414893.0
2960	"atg002572l"	285521194.0
2961	"atg002573l"	285541700.0
2962	"atg002574l"	285594160.0
2963	"atg002575l"	285621303.0
2964	"atg002576l"	285642878.0
2965	"atg002577l"	285661130.0
2966	"atg002578l"	285704362.0
2967	"atg002579l"	285742815.0
2968	"atg002580l"	285776375.0
2969	"atg002581l"	285795012.0
2970	"atg002582l"	285822149.0
2971	"atg002583l"	285845666.0
2972	"atg002584l"	285882877.0
2973	"atg002585l"	285910343.0
2974	"atg002586l"	285925740.0
2975	"atg002587l"	285960256.0
2976	"atg002588l"	285983545.0
2977	"atg002589l"	286002298.0
2978	"atg002590l"	286018386.0
2979	"atg002591l"	286040891.0
2980	"atg002592l"	286065724.0
2981	"atg002593l"	286113525.0
2982	"atg002594l"	286151926.0
2983	"atg002595l"	286179254.0
2984	"atg002596l"	286199832.0
2985	"atg002597l"	286232067.0
2986	"atg002598l"	286245596.0
2987	"atg002599l"	286295654.0
2988	"atg002600l"	286372103.0
2989	"atg002601l"	286416046.0
2990	"atg002602l"	286435824.0
2991	"atg002603l"	286453843.0
2992	"atg002604l"	286498550.0
2993	"atg002605l"	286545260.0
2994	"atg002606l"	286587818.0
2995	"atg002607l"	286613771.0
2996	"atg002608l"	286635403.0
2997	"atg002609l"	286700833.0
2998	"atg002610l"	286739389.0
2999	"atg002611l"	286788852.0
3000	"atg002612l"	286815845.0
3001	"atg002613l"	286835826.0
3002	"atg002614l"	286870119.0
3003	"atg002615l"	286897007.0
3004	"atg002616l"	286913573.0
3005	"atg002617l"	286994675.0
3006	"atg002618l"	287029454.0
3007	"atg002619l"	287048893.0
3008	"atg002620l"	287082023.0
3009	"atg002621l"	287160227.0
3010	"atg002622l"	287176827.0
3011	"atg002623l"	287198461.0
3012	"atg002624l"	287226524.0
3013	"atg002625l"	287248981.0
3014	"atg002626l"	287287102.0
3015	"atg002627l"	287322768.0
3016	"atg002628l"	287350707.0
3017	"atg002629l"	287372056.0
3018	"atg002630l"	287401130.0
3019	"atg002631l"	287469054.0
3020	"atg002632l"	287501598.0
3021	"atg002633l"	287556166.0
3022	"atg002634l"	287587583.0
3023	"atg002635l"	287618236.0
3024	"atg002636l"	287641826.0
3025	"atg002637l"	287663875.0
3026	"atg002638l"	287720046.0
3027	"atg002639l"	287733464.0
3028	"atg002640l"	287766378.0
3029	"atg002641l"	287797614.0
3030	"atg002642l"	287825616.0
3031	"atg002643l"	287845536.0
3032	"atg002644l"	287890366.0
3033	"atg002645l"	287910395.0
3034	"atg002646l"	287948615.0
3035	"atg002647l"	287977098.0
3036	"atg002648l"	288006408.0
3037	"atg002649l"	288026250.0
3038	"atg002650l"	288068051.0
3039	"atg002651l"	288083344.0
3040	"atg002652l"	288126776.0
3041	"atg002653l"	288161195.0
3042	"atg002654l"	288184667.0
3043	"atg002655l"	288212268.0
3044	"atg002656l"	288250104.0
3045	"atg002657l"	288278895.0
3046	"atg002658l"	288298766.0
3047	"atg002659l"	288331128.0
3048	"atg002660l"	288344528.0
3049	"atg002661l"	288373787.0
3050	"atg002662l"	288414403.0
3051	"atg002663l"	288438637.0
3052	"atg002664l"	288461655.0
3053	"atg002665l"	288482105.0
3054	"atg002666l"	288510708.0
3055	"atg002667l"	288542546.0
3056	"atg002668l"	288589819.0
3057	"atg002669l"	288633932.0
3058	"atg002670l"	288652278.0
3059	"atg002671l"	288681829.0
3060	"atg002672l"	288701315.0
3061	"atg002673l"	288724903.0
3062	"atg002674l"	288763200.0
3063	"atg002675l"	288798450.0
3064	"atg002676l"	288837240.0
3065	"atg002677l"	288860747.0
3066	"atg002678l"	288883275.0
3067	"atg002679l"	288910339.0
3068	"atg002680l"	288946246.0
3069	"atg002681l"	289015067.0
3070	"atg002682l"	289036935.0
3071	"atg002683l"	289063252.0
3072	"atg002684l"	289090488.0
3073	"atg002685l"	289132512.0
3074	"atg002686l"	289160721.0
3075	"atg002687l"	289181551.0
3076	"atg002688l"	289210068.0
3077	"atg002689l"	289240160.0
3078	"atg002690l"	289285720.0
3079	"atg002691l"	289309930.0
3080	"atg002692l"	289353589.0
3081	"atg002693l"	289404728.0
3082	"atg002694l"	289441958.0
3083	"atg002695l"	289513003.0
3084	"atg002696l"	289530965.0
3085	"atg002697l"	289543440.0
3086	"atg002698l"	289577923.0
3087	"atg002699l"	289650170.0
3088	"atg002700l"	289682908.0
3089	"atg002701l"	289723931.0
3090	"atg002702l"	289752512.0
3091	"atg002703l"	289785806.0
3092	"atg002704l"	289817755.0
3093	"atg002705l"	289839187.0
3094	"atg002706l"	289862236.0
3095	"atg002707l"	289884558.0
3096	"atg002708l"	289926878.0
3097	"atg002709l"	289951832.0
3098	"atg002710l"	289976681.0
3099	"atg002711l"	290027177.0
3100	"atg002712l"	290066622.0
3101	"atg002713l"	290092925.0
3102	"atg002714l"	290136875.0
3103	"atg002715l"	290165219.0
3104	"atg002716l"	290183923.0
3105	"atg002717l"	290239632.0
3106	"atg002718l"	290285838.0
3107	"atg002719l"	290303209.0
3108	"atg002720l"	290339622.0
3109	"atg002721l"	290366497.0
3110	"atg002722l"	290400114.0
3111	"atg002723l"	290427917.0
3112	"atg002724l"	290456302.0
3113	"atg002725l"	290494840.0
3114	"atg002726l"	290519369.0
3115	"atg002727l"	290541469.0
3116	"atg002728l"	290567293.0
3117	"atg002729l"	290590969.0
3118	"atg002730l"	290616512.0
3119	"atg002731l"	290658966.0
3120	"atg002732l"	290680279.0
3121	"atg002733l"	290733074.0
3122	"atg002734l"	290768442.0
3123	"atg002735l"	290802524.0
3124	"atg002736l"	290823362.0
3125	"atg002737l"	290856983.0
3126	"atg002738l"	290898305.0
3127	"atg002739l"	290937544.0
3128	"atg002740l"	290948319.0
3129	"atg002741l"	290964121.0
3130	"atg002742l"	290986241.0
3131	"atg002743l"	291035170.0
3132	"atg002744l"	291057718.0
3133	"atg002745l"	291085729.0
3134	"atg002746l"	291138772.0
3135	"atg002747l"	291186992.0
3136	"atg002748l"	291199460.0
3137	"atg002749l"	291223790.0
3138	"atg002750l"	291243697.0
3139	"atg002751l"	291264202.0
3140	"atg002752l"	291302142.0
3141	"atg002753l"	291350225.0
3142	"atg002754l"	291377023.0
3143	"atg002755l"	291421796.0
3144	"atg002756l"	291449720.0
3145	"atg002757l"	291471209.0
3146	"atg002758l"	291490284.0
3147	"atg002759l"	291514642.0
3148	"atg002760l"	291550725.0
3149	"atg002761l"	291577437.0
3150	"atg002762l"	291618007.0
3151	"atg002763l"	291642113.0
3152	"atg002764l"	291669518.0
3153	"atg002765l"	291700325.0
3154	"atg002766l"	291747514.0
3155	"atg002767l"	291785940.0
3156	"atg002768l"	291828099.0
3157	"atg002769l"	291846949.0
3158	"atg002770l"	291894504.0
3159	"atg002771l"	291919006.0
3160	"atg002772l"	291935334.0
3161	"atg002773l"	291990833.0
3162	"atg002774l"	292008551.0
3163	"atg002775l"	292055779.0
3164	"atg002776l"	292094215.0
3165	"atg002777l"	292131652.0
3166	"atg002778l"	292173924.0
3167	"atg002779l"	292188147.0
3168	"atg002780l"	292238128.0
3169	"atg002781l"	292266241.0
3170	"atg002782l"	292289957.0
3171	"atg002783l"	292303641.0
3172	"atg002784l"	292322651.0
3173	"atg002785l"	292364282.0
3174	"atg002786l"	292407379.0
3175	"atg002787l"	292432619.0
3176	"atg002788l"	292480493.0
3177	"atg002789l"	292507651.0
3178	"atg002790l"	292536768.0
3179	"atg002791l"	292563725.0
3180	"atg002792l"	292603785.0
3181	"atg002793l"	292630887.0
3182	"atg002794l"	292644496.0
3183	"atg002795l"	292695390.0
3184	"atg002796l"	292709578.0
3185	"atg002797l"	292740496.0
3186	"atg002798l"	292773149.0
3187	"atg002799l"	292820534.0
3188	"atg002800l"	292837712.0
3189	"atg002801l"	292900908.0
3190	"atg002802l"	292939456.0
3191	"atg002803l"	292968540.0
3192	"atg002804l"	293005458.0
3193	"atg002805l"	293060472.0
3194	"atg002806l"	293078788.0
3195	"atg002807l"	293106332.0
3196	"atg002808l"	293146054.0
3197	"atg002809l"	293178224.0
3198	"atg002810l"	293202108.0
3199	"atg002811l"	293247225.0
3200	"atg002812l"	293279703.0
3201	"atg002813l"	293316501.0
3202	"atg002814l"	293358867.0
3203	"atg002815l"	293395682.0
3204	"atg002816l"	293442529.0
3205	"atg002817l"	293483692.0
3206	"atg002818l"	293513196.0
3207	"atg002819l"	293534564.0
3208	"atg002820l"	293576138.0
3209	"atg002821l"	293635121.0
3210	"atg002822l"	293703088.0
3211	"atg002823l"	293754883.0
3212	"atg002824l"	293797669.0
3213	"atg002825l"	293838534.0
3214	"atg002826l"	293873941.0
3215	"atg002827l"	293900191.0
3216	"atg002828l"	293951090.0
3217	"atg002829l"	293993944.0
3218	"atg002830l"	294009462.0
3219	"atg002831l"	294074137.0
3220	"atg002832l"	294099781.0
3221	"atg002833l"	294130279.0
3222	"atg002834l"	294140070.0
3223	"atg002835l"	294158593.0
3224	"atg002836l"	294181828.0
3225	"atg002837l"	294228674.0
3226	"atg002838l"	294260018.0
3227	"atg002839l"	294294254.0
3228	"atg002840l"	294319812.0
3229	"atg002841l"	294364615.0
3230	"atg002842l"	294384324.0
3231	"atg002843l"	294420635.0
3232	"atg002844l"	294467663.0
3233	"atg002845l"	294525612.0
3234	"atg002846l"	294568233.0
3235	"atg002847l"	294598480.0
3236	"atg002848l"	294643322.0
3237	"atg002849l"	294686921.0
3238	"atg002850l"	294721837.0
3239	"atg002851l"	294767030.0
3240	"atg002852l"	294808123.0
3241	"atg002853l"	294857960.0
3242	"atg002854l"	294880130.0
