R1	Q1	R2	Q2
934948833	148524892	934956084	148532144
259985498	36304139	259998251	36316858
491924480	404680432	491931370	404687336
589417612	132448830	589435290	132466509
765395465	125454081	765400837	125459467
194234676	98357349	194240639	98363325
613915015	170804743	613925909	170815645
301385847	133765038	301393358	133772542
249938862	76631558	249949313	76641970
616433584	200891409	616461323	200919110
678633878	454326335	678645375	454337844
612870964	95189360	612877425	95195827
397521614	26463453	397534446	26476222
603299795	35413485	603304738	35418400
237406528	57962026	237415345	57970833
601398193	33210046	601434337	33246236
453878710	414715137	453884707	414721131
927983275	52310341	927988571	52315641
926289430	50486889	926292964	50490424
844253336	441301649	844257684	441306003
32072724	105540987	32077885	105546174
260558755	36897733	260564047	36903030
607246120	45798449	607258009	45810328
589406044	143636771	589412766	143643494
247007644	92822943	247010828	92826122
399256706	28025973	399260474	28029742
606415473	274835918	606420898	274841319
679682749	291710427	679699754	291727438
328106286	86596792	328111362	86601855
925242375	237720031	925251919	237729593
33258009	217138892	33261908	217142782
33258009	411844933	33261908	411848823
129992359	388951924	129995790	388955327
79265626	240867348	79278611	240880319
398096665	26801867	398103167	26808350
581320639	204651896	581330916	204662190
270293243	137932572	270296796	137936121
1006499291	397994075	1006506507	398001287
1006499291	397998440	1006506507	398005652
1006499291	398002805	1006506507	398010017
1006499291	403362527	1006506507	403369739
612494484	94775224	612502038	94782802
879498069	205783485	879502097	205787504
914503874	22237643	914512759	22246534
805239169	192476146	805246760	192483728
608449108	47047983	608451716	47050591
302759982	24338202	302767096	24345328
245192063	353649977	245213420	353671287
279396015	149949094	279400766	149953844
601106192	32891705	601115412	32900964
882538963	225576037	882555129	225592202
581945586	901523	581996008	951937
612922227	95245097	612950027	95272847
261410294	37710477	261414577	37714759
251661842	4169150	251679751	4187119
879979028	347709087	879990224	347720279
589159345	143411492	589187347	143439480
1005407360	376902079	1005426838	376921549
261079171	37405002	261088334	37414174
924092261	219780038	924103217	219791019
586589858	61218962	586594517	61223626
40324812	104833379	40338771	104847357
880257254	164674368	880277845	164694958
589094847	193588923	589099876	193593952
600068258	166392774	600078261	166402837
245776794	91536790	245785178	91545142
248244061	75023916	248249213	75029057
606823636	45417004	606838313	45431724
915310258	169709264	915325001	169724007
239656698	177318306	239673095	177334711
443887236	157211009	443930284	157253994
928033455	52355041	928049303	52370854
924110976	279501110	924120207	279510356
261065304	37391208	261079099	37405003
251942362	4442007	251953666	4453302
327135315	85621843	327147815	85634352
328111702	86601855	328123016	86613165
600298214	166634028	600303161	166638939
924092261	289000089	924103217	289011070
309610492	244251880	309621108	244262467
589450930	143684205	589455517	143688792
51338891	139189812	51342388	139193307
28480058	119719209	28488244	119727417
251174672	159025541	251180111	159030972
881283222	127068953	881287574	127073305
251500442	3982370	251511076	3992969
607641571	46203434	607645918	46207785
36127446	14577239	36131297	14581111
481165204	100554436	481176336	100565521
882184105	128002785	882192093	128010774
601741822	33710820	601747846	33716871
605215810	48614057	605222464	48620704
649414921	188381439	649419761	188386279
302098465	134464926	302108395	134474814
973702991	230478308	973712680	230488007
583094703	147541242	583103431	147549961
251623601	4118895	251628914	4124233
245451982	184475080	245464723	184487775
367472378	486789665	367476863	486794156
243222481	358256426	243228070	358262022
954696599	218747622	954704602	218755627
612454231	94734496	612462368	94742647
880739643	106365937	880743419	106369712
915543137	169952327	915562163	169971328
582536428	159315829	582543380	159322772
510984497	113773416	510987913	113776822
924165291	96089477	924176014	96100194
327952693	86455342	327959522	86462156
972850439	239874522	972867286	239891309
583920672	142366052	583961481	142406791
924112687	147897118	924120006	147904455
613187417	95520688	613196191	95529496
914753781	222069205	914760387	222075811
599843961	166151100	599856446	166163526
995091322	290567293	995096819	290572805
929326707	53647962	929350830	53672044
935914253	278497351	935942559	278525662
880104432	265847699	880113766	265857026
261766586	38092232	261772465	38098128
979979624	252550357	979987493	252558217
598729459	165106540	598735947	165113058
608934012	47558076	608938322	47562369
607104504	45664897	607119972	45680404
602152336	34210817	602161160	34219694
605215810	351985786	605222833	351992802
28488244	119727554	28494905	119734181
249478441	76209330	249485212	76216116
607902445	46467099	607906505	46471170
924232428	381938804	924243139	381949527
924232428	440677676	924243139	440688399
995572864	50259114	995580756	50267015
613735094	226210459	613751469	226226867
599285372	165607829	599294131	165616584
882913887	319501533	882936356	319524006
260210879	36537652	260224198	36551004
924678857	170833263	924689850	170844261
33035602	152703260	33049211	152716825
600062166	166387353	600067610	166392774
607645901	46209998	607670948	46235117
612659118	94961719	612662828	94965432
924450430	219731370	924465265	219746235
935473541	239874522	935490391	239891309
589091034	193568848	589101069	193578881
588971506	143229484	588985988	143243991
252458997	4979225	252464080	4984285
245501724	184529306	245507555	184535129
270375810	138019134	270381632	138024960
258073543	9276053	258090751	9293271
227456466	162494966	227464402	162502917
722619971	442941739	722629640	442951433
600387459	166684836	600400874	166698206
259840943	36152329	259845292	36156680
249535106	76268363	249538461	76271717
24682057	461803689	24693360	461815002
879807317	186015884	879825108	186033676
249855144	76559291	249872823	76576925
286747892	67479947	286753747	67485794
504256118	147541241	504264838	147549960
714273475	319540189	714298131	319564858
588063665	224716464	588068765	224721575
386290624	452275077	386293863	452278311
973494749	186387978	973516848	186410072
33258009	301431879	33261751	301435614
585794991	90663429	585816595	90685025
491924480	404680432	491936502	404692550
936545943	148494195	936567054	148515308
371938602	148028191	371985805	148075387
250557435	77260203	250561307	77264076
924110976	328297999	924120207	328307247
613414789	95753816	613432232	95771295
252594707	5124883	252608899	5139139
32098540	105566286	32115284	105583034
612741263	95049739	612746147	95054611
260123363	36463074	260134768	36474474
606436287	396925555	606445570	396934801
398912664	27607642	398925454	27620419
612916345	95233093	612920226	95236987
585200860	541976	585216941	558055
193993365	98117075	194006796	98130521
952768947	399011544	952789480	399032108
304147587	251745660	304160880	251758992
259542403	35837459	259560093	35855185
583022478	141496023	583038849	141512395
207519879	121754225	207524032	121758383
612542303	94832592	612549099	94839388
1000631974	357898961	1000645668	357912673
194648101	98786963	194655154	98794024
226900151	161935612	226904180	161939643
993713216	87493101	993723927	87503822
250080094	76770312	250084387	76774589
605128904	48514068	605132691	48517853
973040961	229582131	973046882	229588066
252672358	5181175	252705053	5213767
28069841	119341435	28073245	119344845
613494971	96037747	613499393	96042150
605216269	351994326	605222833	352000882
614773583	196929645	614782908	196938994
988077533	402950882	988092806	402966169
28918334	19425642	28929576	19436862
34110912	214271918	34119382	214280364
924166949	401238787	924176314	401248136
737722196	294562672	737727756	294568233
32394648	105850675	32406615	105862698
879545445	70831166	879552789	70838510
924110976	147939828	924120207	147949075
924110976	147974115	924120207	147983363
924110976	288964451	924120207	288973698
97987388	145279911	97999050	145291575
40675618	105146172	40691967	105162463
336725997	265035695	336729920	265039622
35134266	15556170	35139719	15561602
613474482	96007090	613485792	96018393
682296524	133097510	682309473	133110484
246764138	92537586	246773025	92546481
302074426	134445375	302080151	134451080
680994130	206567549	681019703	206593122
879366244	126891800	879379469	126905040
614819109	328296382	614829785	328307077
399657596	44230214	399663564	44236205
650843814	171260784	650859327	171276308
334189575	453641878	334208858	453661256
249119592	75893162	249127242	75900804
477556537	116919609	477565458	116928524
1000054528	245599704	1000085819	245631089
345260463	414329186	345267100	414335829
345260463	486935551	345267100	486942194
602124044	34174301	602127494	34177740
612614022	94937229	612621171	94944379
914455547	197570875	914480495	197595824
606386517	274810176	606393787	274817463
606386517	378341229	606393787	378348516
671615825	60868214	671634734	60887156
599983610	166309486	599989761	166315602
218398764	404720658	218401705	404723604
586928889	781940	586938759	791810
32929866	152603289	32933698	152607124
259777564	36088233	259782694	36093354
246337880	92061678	246351601	92075402
612425811	94707428	612430287	94711915
614773568	196897436	614782908	196906799
935056349	148618607	935063937	148626185
993352741	220423889	993369068	220440234
607602129	46153054	607609593	46160485
259902997	36219887	259914187	36231059
241950810	489490141	241957633	489496939
24685002	301873797	24693360	301882163
32210538	105673502	32216203	105679143
914503874	22250983	914512759	22259877
766918228	253876158	766925306	253883223
995739314	247210338	995754133	247225144
915543137	278969699	915562750	278989287
613253236	95586073	613270744	95603602
881009946	188622143	881018723	188630920
249091197	75872598	249094165	75875562
582317263	363972049	582333540	363988316
602277089	34347646	602293189	34363788
601995369	34042255	602002596	34049488
32375565	105823409	32394646	105842550
607568741	46123442	607580117	46134808
925137995	323765552	925147042	323774599
180224949	159789882	180244630	159809568
601975197	34013271	601995374	34033453
498759149	393895981	498769522	393906283
925292343	323765529	925302060	323775243
609035113	47672436	609038876	47676198
269852059	137510855	269857127	137515914
601537144	33367461	601546748	33377079
272664723	481250554	272670443	481256259
33243007	421581977	33249242	421588192
613470149	96002544	613474178	96006575
593193141	345145379	593202118	345154348
391132314	62116076	391140213	62124013
680558211	173761313	680573054	173776133
607392877	45946123	607396784	45950030
27948001	119227159	27950999	119230151
257820524	9032173	257828050	9039735
40499127	104985894	40506297	104993055
601288460	33095564	601296265	33103382
936870062	151733016	936903191	151766143
607019579	45571542	607022709	45574669
272664723	377164164	272670083	377169509
613383180	95727034	613398997	95742796
616847690	201305593	616876863	201334687
834558285	479782413	834572037	479796071
251642192	4142412	251649520	4149748
914886823	215740333	914891801	215745310
880069982	127585221	880080844	127596080
481081652	100462666	481085696	100466730
1002614141	271480587	1002622925	271489362
260162768	36493727	260177688	36508675
915341179	169737018	915353513	169749355
249753490	76465936	249756508	76468953
934350991	404093802	934357943	404100761
828204486	118035043	828232170	118062726
601208002	32992921	601222141	33007074
599874971	166181786	599891118	166197882
481213038	100628388	481224180	100639543
250980896	158850895	250984179	158854181
585573079	918535	585596616	942053
602695974	34778376	602699781	34782172
936849210	151710295	936860383	151721479
489619293	198870429	489628894	198880034
604902655	48259778	604905287	48262409
973038184	224075981	973051861	224089668
711004108	481147692	711026403	481170068
251005987	158874263	251010331	158878604
915543137	58667318	915567153	58691309
129992359	281549687	129995790	281553092
614773568	170806545	614782908	170815909
252701723	5213532	252719124	5230946
564012456	320773504	564025615	320786711
602175535	34244685	602186066	34255232
28635739	19130020	28651959	19146243
600648957	166970229	600655807	166977078
259867418	36176638	259872428	36181643
949030501	332451215	949055080	332475712
613138088	95466405	613145611	95473908
994988673	241146080	994999518	241156897
994988673	305091119	994999518	305101936
614790887	217276160	614806998	217292263
583761740	142212524	583784113	142234875
1007948218	218235761	1007959046	218246601
10282128	86737569	10289545	86744965
258301402	9477901	258309486	9485973
930690081	54960625	930695905	54966467
334190495	453642798	334208858	453661256
28674965	19170166	28685456	19180628
599607315	165941602	599637853	165972098
28527347	119756993	28534896	119764576
326140406	84663193	326147174	84669977
601768784	33739480	601779151	33749861
713167894	196745009	713205575	196782805
219863190	290303209	219878789	290318798
79257496	445498059	79285361	445525902
914720534	197802223	914750468	197832150
614635111	217287721	614644322	217296934
40366363	104870405	40391073	104895103
924165331	381928044	924175880	381938594
245796003	91556490	245802818	91563306
32131935	105599488	32172006	105639512
260238873	36566603	260261334	36589042
501680983	101143712	501691386	101154151
993713216	87440873	993722306	87449965
993713216	87411563	993722306	87420658
501602605	101070412	501616382	101084176
994988673	241082195	994999518	241093012
33024225	152692299	33035472	152703519
915356242	169757832	915362008	169763587
600856218	32674418	600860510	32678690
247463385	74106379	247466603	74109598
612916345	95239170	612920226	95243063
252047271	4577583	252068179	4598522
600856210	306804989	600860510	306809269
766737636	83189435	766750761	83202589
613470149	96229675	613474178	96233707
248266705	75046732	248269790	75049822
602266310	34337906	602276903	34348525
260350503	36682464	260370799	36702746
934371516	196173284	934380789	196182572
995082600	290574531	995096819	290588793
995082600	319878926	995096819	319893188
246292752	92030768	246308158	92046235
879184876	150287913	879213094	150316186
1006499064	222357229	1006509139	222367326
262939634	431390101	262945430	431395866
613296180	95634473	613299951	95638240
251877985	4371065	251888078	4381165
353180150	342008361	353194824	342023000
606434698	258306436	606444538	258316240
259966449	36280668	259972368	36286604
907340900	237419166	907356013	237434226
245233139	184235600	245245153	184247584
925242375	237709482	925251540	237718659
925242375	301002411	925251540	301011588
28251664	119501542	28261249	119511101
239480935	177152766	239483769	177155602
598774585	165134734	598793463	165153619
602995009	35077702	603038517	35121243
251475879	3967044	251478986	3970147
260964476	37291443	260977405	37304415
834823933	187024408	834830281	187030750
272664723	343346127	272668912	343350316
498454896	264035056	498463962	264044122
302112650	134474817	302116975	134479147
351768134	329657108	351792331	329681308
882457879	128280794	882465184	128288102
399210819	27989705	399218405	27997274
205639335	199251930	205642568	199255183
611577989	93869884	611596532	93888451
585922554	90793405	585940850	90811711
336725997	261878460	336729920	261882389
882520108	225556301	882532033	225568225
924860493	323775924	924870793	323786201
914683168	197762751	914694550	197774144
614635111	170794989	614644322	170804201
28964417	19471094	28969707	19476387
882830871	291726590	882837517	291733229
924110976	288953569	924120207	288962795
269173490	176609889	269196349	176632648
32572699	152290871	32582053	152300265
397460229	26372904	397472583	26385275
932998151	50156830	933004806	50163500
679753758	70194085	679768997	70209341
600424907	166724976	600449373	166749454
262481742	379188016	262494368	379200696
262481742	404892290	262494368	404904970
489764157	198988559	489783232	199007635
979955013	281198084	979961563	281204634
346597940	285011844	346636941	285050882
600772756	167090778	600784504	167102470
217612890	224312342	217635559	224334997
249335858	76096290	249339682	76100115
924110687	401238499	924120680	401248478
301931805	134297568	301942071	134307838
979992579	238477837	980009953	238495209
995082618	344623926	995096819	344638172
589244696	143474654	589257034	143486966
32981697	152654654	33001752	152674812
614819109	147972498	614829785	147983193
915356242	208861	915362008	214616
589922711	229251916	589930263	229259465
753857215	401177529	753870365	401190709
915271723	58393020	915286138	58407435
246671064	92433758	246694289	92456950
606415537	258290074	606420898	258295417
618696048	310575903	618709491	310589386
936274766	283493064	936300756	283519068
602647622	34707524	602666676	34726656
614819109	380934047	614829823	380944783
973363546	186258553	973430759	186325850
501727347	101193439	501738364	101204452
602003362	34049488	602015060	34061179
601560391	33393192	601566457	33399239
249800627	76508673	249805998	76514040
586948705	800655	586963045	814994
589308442	143538569	589339772	143569838
602124044	34177750	602127494	34181189
805342320	401079381	805363689	401100723
262466355	404876967	262480981	404891541
245872854	91636441	245880585	91644140
61042320	151935943	61049086	151942705
605189973	48579077	605195363	48584466
251237958	159131922	251246246	159140216
260774286	37095803	260781748	37103252
601518571	33348729	601526423	33356608
588045634	236400574	588064408	236419386
260888339	37219796	260897193	37228633
971614457	438059427	971622201	438067171
258096565	9295103	258103062	9301606
601867404	33826723	601882356	33841646
934207049	136397362	934222435	136412749
934207049	313698612	934222435	313713999
251693614	4204090	251696512	4207002
398925457	27620609	398928641	27623797
602308750	34381286	602324135	34396661
33277660	474393507	33285968	474401828
924165331	218721986	924176014	218732670
613474121	95807042	613485792	95818706
924450430	454453300	924465149	454468038
879629233	277290840	879638268	277299884
590501858	275383559	590524501	275406230
590501855	149629877	590524501	149652548
318282091	363690921	318288321	363697190
993713216	87429174	993723927	87439887
583596328	142056207	583626389	142086301
583285914	141745600	583301523	141761206
600109825	166444238	600115106	166449519
980073201	351013852	980087822	351028476
957178821	471737596	957194924	471753757
995708274	255607860	995716070	255615665
614819109	147905324	614829823	147916060
258332909	9504063	258337091	9508248
369865711	498607586	369879089	498620989
614635111	217347697	614644322	217356910
924352683	352839965	924369004	352856304
250063880	76760513	250068769	76765395
602179856	34241884	602182643	34244685
455975633	449829399	455983615	449837370
259601644	35893312	259612136	35903803
607537289	46096098	607548078	46106880
924165092	381938559	924176014	381949489
924165092	440677431	924176014	440688361
489817121	145720438	489832001	145735305
888870021	277322533	888888976	277341420
260759547	37081347	260773980	37095799
249068861	75851327	249076297	75858779
601669370	33625640	601690123	33646422
249652781	76372751	249655732	76375704
915356242	58486791	915362008	58492546
599558764	165884564	599602589	165928309
430237564	220786641	430259616	220808659
614819109	147938211	614829785	147948905
614819109	288962834	614829785	288973528
259479199	35772522	259486646	35779985
253403882	104310333	253416401	104322843
1007944435	466930765	1007958781	466945121
1007944435	475561958	1007958781	475576314
269289209	176721881	269301459	176734127
8630412	194923621	8648975	194942243
993461455	320893537	993470749	320902843
27968948	119245075	27972618	119248735
249731033	76446158	249743873	76458973
924767109	217346768	924777267	217356910
937318926	224015340	937333187	224029608
602218003	34281975	602222811	34286759
602100383	34148996	602115776	34164424
844203798	487471689	844217020	487484997
32638919	152357640	32646413	152365148
680968909	80277597	680982073	80290768
556066553	60044579	556073635	60051628
261869329	38165574	261877697	38173915
249589328	76307801	249592165	76310635
604889519	48247896	604892781	48251158
589386701	38220567	589399313	38233193
589386701	225147828	589399313	225160454
1007986743	266297318	1007998641	266309234
993713254	188764011	993722329	188773100
993713254	457916865	993722329	457925954
227402367	162435947	227405630	162439215
925137995	323777541	925146652	323786201
883848216	251439524	883875802	251467113
374028657	373644199	374031642	373647184
924110976	147928930	924120207	147938172
948817960	369137960	948829192	369149195
925137995	237731553	925145677	237739207
604629441	469836527	604632993	469840088
953825999	69976642	953829550	69980201
953829801	69980452	953833360	69984003
936583753	234132422	936586746	234135415
612173200	94468757	612182304	94477871
583190092	141654293	583222595	141686799
614819109	147927313	614829785	147938002
250366003	77068407	250370557	77072973
882152585	164869636	882169272	164886321
260155497	36485584	260162768	36492849
32406247	105862697	32420223	105876642
614202566	183183471	614223804	183204717
618715167	340991184	618723450	340999449
428523839	391100490	428528841	391105459
261452186	37747329	261470160	37765322
993713216	87399864	993723927	87410577
882579352	225616298	882598952	225635878
206893116	121172858	206899391	121179145
303328891	24898747	303333320	24903180
602680968	34750231	602688966	34758240
945787922	475869579	945805655	475887264
880012584	186211722	880021015	186220163
602963031	35034317	602968612	35039890
326473699	84991174	326478844	84996322
929263689	53580988	929271681	53589002
251516201	3993755	251523358	4000895
957046965	391095475	957051953	391100490
248219374	75006682	248227677	75015000
599493794	165810751	599506243	165823203
259864554	36173612	259867419	36176480
246006312	91762268	246022059	91778027
32329401	105772242	32336556	105779407
491649304	178842210	491656187	178849076
598968316	165283132	598984062	165298900
33241639	458157455	33249242	458165038
260181975	36514047	260193466	36525534
132351333	425685043	132365860	425699535
34171756	214323523	34191750	214343442
132408201	423158712	132415111	423165622
583645002	142093805	583662029	142110832
924105040	192726295	924120038	192741294
217745705	226593934	217768782	226617015
96113318	124540999	96118654	124546338
885656948	70342308	885669385	70354744
924187303	381928044	924198290	381939029
612668541	94967563	612673456	94972479
259573236	35868724	259592158	35887642
245220114	184222081	245232425	184234361
588868846	136439109	588885936	136456173
609085220	47723396	609092463	47730607
252758043	5270885	252772230	5285073
606534529	179961131	606544383	179970965
28448540	119688047	28462145	119701651
399733830	44198537	399742537	44207246
397089244	26033747	397102167	26046644
880760649	128249297	880781694	128270347
179991498	159550415	180018232	159577091
937293393	209323536	937302842	209332987
40472451	104974004	40484368	104985887
599036770	165343031	599041134	165347373
35872929	14779959	35877145	14784174
924688243	96873441	924699577	96884790
261309296	37623186	261325149	37639023
32513522	152228202	32519181	152233880
34119401	214280535	34135119	214296273
879790436	186002639	879801077	186013283
992438280	445062917	992457942	445082527
303304280	24873154	303325140	24893998
261417796	37717960	261433826	37733965
879234044	70522032	879239735	70527722
463237735	75679217	463242552	75684038
598472692	148165386	598482173	148174873
612834815	95122131	612843591	95130912
924110976	147906941	924120038	147916022
924860493	300961284	924871185	300971956
35854650	14790075	35861385	14796817
251537505	4021148	251541170	4024808
924448835	196949499	924465265	196965935
241971229	160349038	241974161	160351973
885658812	263124341	885669385	263134912
32385546	105841389	32394646	105850485
28097761	119371117	28113782	119387083
455965738	289752512	455977629	289764388
679734892	437770384	679758706	437794189
995082600	403371465	995096819	403385716
399138275	27873108	399141656	27876489
880282385	127809087	880289870	127816586
602741518	34816885	602749010	34824360
260902361	37232411	260922940	37252963
934013472	10632419	934023778	10642724
613493796	95827687	613499393	95833265
603311342	35425386	603317503	35431583
327595926	86105247	327600500	86109813
924111165	380924319	924120006	380933178
28201762	119454214	28205307	119457741
602912291	34986153	602941818	35015672
246220676	91973797	246223487	91976608
879989283	347715526	880004084	347730328
993713254	226122361	993732020	226141125
993713254	398591023	993732020	398609787
613410206	156647869	613414793	156652444
269303650	176736179	269307348	176739879
607550661	46108789	607559380	46117526
581588796	190379056	581611758	190402020
914677232	197756677	914683168	197762613
602331582	34400660	602358738	34427760
51486755	139338668	51494311	139346235
995082600	397982671	995096819	397996922
226967340	161995815	226975658	162004121
378577715	393785247	378583359	393790894
481195105	100592051	481208893	100605863
924860493	288951952	924871185	288962625
979913096	273584460	979923482	273594851
614790887	217287721	614802473	217299290
963285029	476747824	963299318	476762017
268928148	176378582	268934997	176385432
195364676	99494535	195367358	99497211
614681725	183195790	614690652	183204717
606434698	179837230	606446168	179848664
606434698	393573650	606446168	393585084
606434698	396914122	606446168	396925556
606434698	486598305	606446168	486609739
601709445	33669776	601722992	33683351
1000631974	367663425	1000649523	367681035
1000631974	394231830	1000649523	394249440
879544861	205831307	879549342	205835790
879544861	236728827	879549342	236733310
879544861	190418194	879549342	190422677
206800514	121076612	206807232	121083331
600532209	166840174	600540862	166848859
885613925	70308538	885637462	70332064
600566979	166887736	600586698	166907542
260755209	37076548	260760455	37081802
880551470	128049220	880564844	128062581
28936880	19443573	28939581	19446279
27854143	119130037	27857600	119133483
24685994	335005404	24693360	335012769
834511197	349817049	834525013	349830837
252379517	4915221	252387032	4922713
883810757	80486654	883833325	80509185
935378293	148942229	935399062	148963000
226904604	161939636	226932744	161967739
613330403	95662958	613347377	95679956
261750731	38073975	261761569	38084794
763516978	451165496	763522852	451171374
924110976	219781790	924120006	219790838
924110976	289001841	924120006	289010889
27695168	118965537	27697882	118968252
24685519	495098416	24693360	495106256
29005640	19523412	29020085	19537920
613735054	96167926	613751507	96184390
783910694	382313581	783924466	382327353
360267007	413085372	360270643	413089008
252094051	4629381	252105414	4640725
590218724	212938959	590226001	212946233
302774	254450718	308375	254456323
251581756	4071968	251591433	4081688
429502068	231597245	429507993	231603163
721788521	473327132	721793527	473332141
613802272	96126617	613808803	96133146
607085812	45635997	607093111	45643285
28034391	119309338	28048512	119323485
95775818	124186647	95779919	124190748
589056686	193533111	589068107	193544529
261792366	38118728	261797088	38123441
599021550	165327690	599036768	165342900
28225152	119478868	28228806	119482535
714682562	237701950	714688368	237707757
251458809	3950472	251467961	3959626
1004540786	260284079	1004555454	260298747
252582857	5111334	252596607	5125091
606713351	180143983	606723582	180154246
924757854	219666579	924767037	219675755
603139147	35231757	603148624	35241257
550222446	16947248	550231319	16956145
693074003	374281780	693084431	374292199
601608964	33441486	601615403	33447932
302048420	134415726	302063178	134430483
249611778	76331855	249618861	76338940
589443193	132479416	589470466	132506658
30894749	88860524	30897978	88863757
251919638	4412122	251931804	4424292
1002143172	457916865	1002152252	457925954
249638684	76361871	249643462	76366653
932950389	440221522	932967356	440238505
601188256	32974832	601203200	32989786
28814400	19314475	28817490	19317563
352064928	242719558	352086604	242741362
680922350	210910178	680943081	210930908
609097389	47734843	609143393	47780837
883735819	80407045	883754084	80425305
592598984	69362827	592617865	69381717
966368086	62510655	966372575	62515144
763516978	499483902	763522858	499489786
607365540	45919978	607371733	45926171
29131290	19654318	29134852	19657866
602222858	34286756	602225646	34289539
259405739	35699208	259413159	35706651
27711153	118983910	27718595	118991363
599649839	165978851	599655722	165984744
32231774	105698085	32245891	105712192
27955957	119234137	27963264	119241437
613217681	95549332	613227330	95558951
924517539	205078212	924521275	205081945
269312400	176745550	269318009	176751154
259828575	36139877	259839783	36151098
627709001	183969743	627713676	183974417
32172309	105639511	32177133	105644338
252430064	4957721	252438941	4966592
1002217982	342175998	1002231709	342189718
338678360	26818427	338687243	26827321
258002160	9197188	258013087	9208101
250897558	138466627	250902556	138471624
251783627	4280839	251788149	4285367
933236763	18367940	933244734	18375913
477546519	116908659	477550727	116912881
880918690	164323652	880931994	164336930
239343072	177021978	239357908	177036827
932989699	203495072	932999389	203504764
30762489	89031886	30766707	89036115
33304144	309950251	33306960	309953069
28462315	119701662	28475138	119714500
607732457	46306158	607739338	46313053
1002143172	188764011	1002152252	188773100
598612637	148292613	598630038	148309991
935649235	352526297	935666942	352544012
96824215	125246169	96842253	125264196
28329496	119570253	28340800	119581509
844203241	487471217	844217020	487484997
841411256	203141303	841424417	203154493
303118958	24689503	303127433	24697982
928682445	52994217	928691550	53003316
237406528	57953721	237414853	57962027
589248899	193697772	589264442	193713328
29423862	19953965	29435014	19965085
261740852	38063773	261750731	38073670
249620119	76342613	249624991	76347481
508562040	17378388	508567074	17383413
600928704	32725219	600951452	32747997
600591505	166912274	600599059	166919796
748976334	66677010	749014371	66715076
679551505	206226735	679566777	206242007
135604129	216508743	135619877	216524450
33277660	471865366	33287085	471874804
246811011	92602231	246813530	92604751
804884670	247217609	804892235	247225162
598675543	165059990	598679010	165063457
32121278	105583046	32136727	105598502
95699396	124105588	95709025	124115221
258223886	9383628	258229566	9389327
250359045	77062229	250362685	77065869
251197502	159050711	251202253	159055452
227386941	162420261	227391218	162424531
564145935	181360380	564168070	181382538
614436865	226217775	614446692	226227564
338678360	28165628	338687243	28174486
29318342	19835744	29326878	19844313
599919935	166244189	599924218	166248473
881536292	127331939	881539467	127335113
612468028	94749676	612475500	94757145
32823846	152512293	32831632	152520067
924166949	376772564	924176014	376781616
924092261	288951817	924103082	288962625
614616396	226170691	614633113	226187422
260403079	36730843	260407527	36735305
245542154	184570748	245547413	184576007
924166926	381957683	924176014	381966758
599410386	165731253	599414692	165735550
607493607	46039591	607511619	46057593
602853748	34919540	602882589	34948409
206692970	120974069	206717688	120998796
602518551	34568639	602526853	34576910
805342320	273850963	805349507	273858149
308683980	179564113	308687493	179567630
628372351	269762255	628393772	269783631
258036040	9251062	258040195	9255217
936308924	300758293	936324580	300773969
260315273	36645629	260317989	36648351
601927692	33877809	601938246	33888359
753857882	404595625	753870365	404608120
643800294	175196638	643821153	175217486
246256314	91992431	246270380	92006556
246543633	92292010	246549087	92297466
21083658	57258236	21096662	57271212
325690967	178524030	325718602	178551683
258143374	9324470	258148036	9329136
885586721	70269117	885591386	70273783
261840668	38142779	261848871	38150990
29057180	19572981	29078904	19594676
28552180	333122447	28569864	333140144
995082600	344639898	995098669	344656010
607128546	45689135	607144189	45704733
926464257	50713923	926468611	50718278
34036001	214181064	34065344	214210365
612951533	95274508	612957165	95280156
560786227	155940783	560805081	155959616
259472564	35754772	259476601	35758806
613040704	95370504	613052004	95381793
924092261	300961149	924103082	300971956
449339729	393592387	449344393	393597070
252185813	4736440	252205318	4756010
805226923	255676302	805244089	255693451
428523103	453386889	428528936	453392689
614767811	454453300	614782527	454468038
883585293	62849808	883588694	62853213
602554389	34610198	602561836	34617656
994878397	319890330	994889911	319901833
40639005	105121839	40656507	105139334
599041136	165347687	599053296	165359830
600834608	306774106	600854574	306794002
429855823	106233438	429874969	106252581
260479682	36815497	260493150	36828957
33312519	309956834	33317394	309961694
928645642	52957809	928649704	52961871
194823296	98960742	194842456	98979928
915365915	58492119	915385092	58511326
582706671	159483974	582720029	159497325
261495064	37801523	261511327	37817802
27636337	118911695	27639104	118914468
560877625	167981370	560887726	167991489
963285029	428633135	963300720	428648730
999145726	490398193	999160599	490412985
604633241	484402560	604637491	484406810
604633241	469840094	604637491	469844344
32707076	152422312	32773643	152488979
260015057	36341640	260021600	36348179
261924272	440712384	261932104	440720228
600985894	32768683	601022670	32805444
346579045	284995872	346601636	285018458
936475586	234010059	936510950	234045423
606396041	423793583	606400610	423798168
613493821	96254251	613499393	96259804
589386701	143616582	589399313	143629202
881071449	70594099	881085234	70607886
881071449	126825349	881085234	126839137
949466415	247750987	949494427	247778990
581221400	159464845	581225997	159469423
879690891	369974234	879713197	369996558
607586184	46136014	607592096	46141908
914704390	232227782	914720980	232244365
673349429	253876155	673356480	253883223
924165331	440689301	924176014	440699974
924165331	486503405	924176014	486514078
259895560	36207931	259901306	36213684
257889858	9106264	257897744	9114158
225803028	18909940	225841786	18948719
691020913	261104920	691042797	261126803
